en,tr,split
"The spokesperson for the UN High Commission for Human Rights, Cecile Pouilly, stated:",bm insan hak yüksek komiser sözcü cecile pouilly şöyle konuş,train
"Greek social media has been in uproar over a video posted on Facebook and Twitter, showing police officers overtly abusing a detained immigrant in downtown Athens.",atina şehir merkez polis güç göz alt al bir göçmen açık uygula aşırı şiddet göster video facebook ve twitter sarsıntı yarat,train
"Over the next several days, assemblies at occupied schools are planned where demonstrators will decide the movement's next steps.",önümüzdeki birkaç gün boyuncad gösteri harekat bir sonra adım karar ver işgal alt okul toplantı düzenle,train
Salvador Adame Is the Seventh Journalist Murdered in Mexico in 2017 · Global Voices,salvador adame meksika 2017 yıl öl yedinci gazeteci,train
I’ve written a novel and working on another.,bir roman yaz ve biri üzer daha çalış,train
"In April 2014, nine bloggers and journalists were arrested in Ethiopia.",geçen nisan etiyopya dokuz gazeteci ve blogger gözaltı al,train
"If it's approved, Roswell can start a clinical trial.",bu döküman ile fda kullanım için bir başvuru yap onayla durum roswell de klinik dene başla,train
"Demonstrations and strikes were rare in 2012 but when they happened, cyber activists were there to report.","2012'de grev ve gösteri azınlık ol da, siber aktivist bilgi aktar için ora",train
"We wish to humanize them, to tell their particular and peculiar stories.",onları bir insan ol göster iste o hak ve o özel hikaye yaz iste,train
"An article written by journalist Grecia Delta accounts for young people's harrowing stories of human trafficking, revealing the ways in which victims were tricked and later 'rescued' by the system.",grecia delta isim gazeteci yaz bir makale insan kaçak kurban ol genç insan acı öykü anla,train
"These rats aren’t your normal ones that you pick in your backyard or down in the sewage, but country rats that live in the rice fields.",bu sıç arka bahçe ya da kanalizasyon topla normal fare değil,train
The UN Office on Human Rights asked Turkey to conduct an independent investigation into the conduct of its security forces regarding the protests.,bm insan hak ofis türkiye güvenlik güç protesto davran dair bağımsız bir soruştur aç talep et,train
"Four dead bodies with their faces skinned, were found this morning within the vicinity of the village of Nejapa, which belongs to the township of Chilapa de Álvarez.",suratları yüz dört ceset bu sabah chilapa de alvarez ilçe bağ nejap köy bulun,train
"Eunice shared a Kenyan proverb, under a different hashtag — #KenyanLivesMatter, a spin on the #BlackLivesMatter movement in the United States:",abd'deki wblacliathector isiyahi yaşam önem hareket üzer wkenyanevsitonel rikenyalı yaşam önem etiket kullan,train
"After a public outcry from journalists, free speech advocates and the Internet in general, the MP withdrew his proposal, citing peer pressure.","gazeteciler, serbest konuş özgür savunu ve genel ol internet topluluk tepki üzer milletvekili çevre baskı belir önerge geri çek",train
The ad proclaims that the Dappankuthu is an energetic dance prominent in Tamil cinema.,bu reklam dappankut tamil sinema göz çarp enerjik bir dans ol iddia et,train
"On Facebook, Rhoda Bharath commented:",facebook'da rhoda bharath yaz,train
Do we not know the right people?,doğru insan mı tanı,train
It is republished on Global Voices under a content-sharing agreement.,global voices taraf içerik paylaş anlaşma yeniden yayınla,train
They really never stop!,gerçekten hiç dur,train
"Going against Taiwanese people's aspirations for a nuclear-free home, President Ma's administration is attempting to extend the life span of the first and the second nuclear power plants.",tayvan halk nükleer bir vatan için umut karşılık başbakan ma yönetim birinci ve ikinci nükleer enerji santral ömür uza hazırla,train
Does Tajikistan Need Sex Education? · Global Voices,tacikistan halk cinsel eğitim ihtiyaç var mı,train
Today you put me on trial but tomorrow it may be you on trial.”,bugün ben yargıla ama yarın da yargıla ol 6,train
He planned to establish a Greater Ukraine state taking territory from Western Russia.,batı rusya toprak al büyük ukrayna kurmay planla,train
"Carola Kinasha, Sauti za Busara festival MC, 2017, photo with permission by Markus Meissl.",carola kinashah sauti za busara festival 2017 fotomorak meissli,train
"The most recent of the 100 Years of Beauty videos from the region comes from Tajikistan, and was uploaded onto YouTube on October 22.",bölgedeki 100 yıllık güzel video en sonuncu tacikistan gel ve 22 ekim youtube yükle,train
"It's one of about 20 grocery stores that have popped up in Erie in the last decade, run by former refugees.",son 10 yıl erie aç ve mülteci taraf işle 20 ayrı market biri,train
But people who have challenged religion have repeatedly been targeted by Islamic extremists in the past decade.,dini yok sayan insan geç on yıl iç defalarca islami aşırı hedef ol,train
*Anger at expansion of US drone war,*amerikan insan hava araç kullanım art öfke,train
Young men and women barely in their 20s are arrested and jailed for “terrorism” merely for blogging on Facebook and speaking their minds on other social media.,yalnızca facebook ve diğer sosyal medya ortam düşünce yaz için 20 yaş baş genç göz alt al ve htererözmi ad alt hapis at,train
"Kurdish is one of many minority languages in Iran, alongside Turkmen, Baluch, and Azeri, that have vied for the freedom to speak, teach and publish in that language.","kürtçe, iran konuş öğretme ve yayınla özgür için çaba sarf et türkmend baluç ve azeri dil gibi birçok azınlık dil biri",train
"Earlier this year, they rallied against immigrants from the Middle East.",bu yıl baş orta doğu gel göçmen karşı yürü yap,train
2017 Commonwealth Short Story Prize Winner Trinidadian Ingrid Persaud Talks Writing · Global Voices,2017 commonweast kısa hikaye ödül kazan trindiad ingrid persaud yazar anlat,train
"Thaw Htet, the 17-year-old founder of Rangoon Revealed, provided more information about the campaign on his Indiegogo Page:",thaw hteth rangoo revealet 17 yaş kuru kendi indiegogo sayfa kampanya ilgi daha fazla bilgi sun,train
And mostly to salute all the amazing people that call Africa ‪#‎home‬,ve daha çok afrika ev ol gör bütün o harika insan selamla için,train
"The list of requirements is elaborate: she must have perfect health without any history of serious illness, unblemished skin, black hair, gorgeous expressive eyes, a sonorous voice, long slender arms, delicate and soft hands and feet, straight hair curled toward the right side, no bad body smells, and must not have shed any blood.",gereksinim liste ayrıntı donat kız hiçbir ciddi hastalık geçmiş ol kusur bir sağlık sahip ol leke cildin siyah saç parlak mana göz gür ses uzun ince kol narin ve yumuşak el ve ayak sağ taraf kıvır düz saç ol kötü vücut koku ol ve daha önce kan ak ol,train
"Known as ""the colorful neighborhood,"" Gaza's Al Zaytoun is painted in cheerful tones.","""renkli mahalleh ol bil el zeytin mutlu ver renk boyan",train
"If you are a fan of pizza, you should try this type of “Vietnamese pizza” tiết canh.",eğer bir pizza sev pizza bu çeşit wivinta pizza tixt canh dene,train
"Finally, it reinforces the unequal terms on which Franco-Ghanaian relations are structured because it absolves France, and by extension Europe, of the enduring legacy of foreign policies that have largely contributed to the existing situation.",son olara francoganoğlu ilişki yapı eşitsiz şart güç için fransa ve avrupa mevcut durum büyük ölçü katkı bulun dış politika kal miras ödün ver dolayı güç,train
"The islands lie in Matsushima Bay, designated one of Japan's ""three most scenic spots"", and the largely rural area has depended on the sea for its existence since Neolithic times.",maysushima koyu ada japonya hen güzel manzara üç yerih biri ve büyük ölçü rural ol bölge varlık neolitik zaman beri deniz borç,train
"The bill makes a criminal offense ""to publish or share, through any means, on the internet, false or unfairly incomplete information to the detriment of a private individual or legal persons.""","tasarı, hherhangi bir yol internet sahte ya da hak yer eksik ol bir kişi veya tüzel kişi zarar yayın ya da paylaş ceza gerek bir suç hal getir",train
But there was a dark side of the city I only discovered the next day of my arrival.,ama madalyo öbür yüz ol ancak ziyaret ikinci gün fark et,train
What to do!,yapılacak birşey yok,train
"Dharhara tower: before, after, before, after #NepalQuake pic.twitter.com/M4QbQFGKc8 — Susan Hough (@SeismoSue) April 25, 2015",dharhara kulesik önced sonrad önced sonra qnepaleplak,train
Do I look angry to you?,size kızgın mı görün,train
Indian Prime Minister Narendra Modi tweeted in Bengali:,hindistan başbakan narenda mori bengalce tweet at,train
"Many drivers in Kyrgyzstan engage in cat-and-mouse games with traffic police, driving at excess speeds whenever they can get away with it.",kırgızistan'daki birçok sürücü polis kedi köpek oyun yap yan kal her fırsat aşırı hız yap,train
Internet freedom activists speak out,internet özgür eylem konuş,train
China needs to be cool in this highly complicated situation.,bu karmaşık durum çin soğukkanlı ol gerek,train
"We want to publish the book in English and Spanish, the two most spoken languages of the world apart from Chinese.",kitabı dünya en çok konuş dil ingilizce ve ispanyolca tercüme et iste,train
All other times you ought to report it.,bütün bu dış kal zaman cinsel taciz bil,train
"The perspectives are grim, and the sense that they are being left behind, by both the government and the media, further aggravates deep feelings of discontent.",şartlar yeterince acı hükümet medya taraf geri bırak derin hoşnutsuz duygu daha da art,train
