en,tr,partition
"The Ministry of National Education announced that the exams of the students in Silopi and Cizre will be done in Mardin .
","Milli Eğitim Bakanlığı , Silopi ve Cizre ilçelerinde bulunan öğrencilerin sınavını Mardin ' de yapılacağı duyurdu .
",newstest2016
"However , since the curfew continues in the districts , there are no cars going to Mardin and entrance to the districts is forbidden ; the students that did not want to go could not take the exam .
","Ancak ilçelerde hala sokağa çıkma yasağı devam etmesi , Mardin ' e gidecek araçların olmaması ve ilçelere girişlerin yasak olduğu için gitmek istemeyen öğrenciler sınava giremedi .
",newstest2016
"There are many dead and wounded
","Çok sayıda ölü ve yaralı var
",newstest2016
"In Ouagadougou , the capital of the West African Country Burkina Faso , at least 23 people were killed and 33 people injured in gun and bomb attacks organized in a hotel that is popular among foreigners , and in the cafeteria next to it .
","Batı Afrika ülkesi Burkina Faso ' nun başkenti Ouagadougou ' da , yabancılar arasında popüler olan bir otel ve yanındaki kafeteryaya düzenlenen bombalı ve silahlı saldırıda en az 23 kişi öldü , 33 kişi de yaralandı .
",newstest2016
"126 people taken hostage were rescued during the operation which was carried out after the gun attack .
","Silahlı saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .
",newstest2016
"The Ministry of Security stated that three of the attackers were neutralised .
","Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .
",newstest2016
"Many attackers with guns and overcoats organized a raid on the 147-room hotel and luxury restaurant in the capital Ouagadougou at around 20 : 00 local time on Friday .
","Silahlı ve mantolu birçok saldırgan , Cuma akşamı yerel saatle 20.00 sıralarında başkent Ouagadougou ' da bulunan 147 odalı otele ve lüks restorana baskın düzenledi .
",newstest2016
"Having deployed 5 hours after the attack in Gao state , Mali , French and UN security forces started the operation and the first news regarding the rescue of the first hostage came .
","İlk saldırıdan 5 saat sonra Mali ' nin Gao eyaletinde konuşlanmış bulunan Fransız ve BM güvenlik kuvvetleri operasyona başladı ve ilk rehine kurtuluş haberleri geldi .
",newstest2016
"President Roch Marc Christian Kabore stated that at least 23 people died and 33 people from 18 different nations were injured .
","Devlet Başkanı Roch Marc Christian Kabore , olayda 18 farklı milletten en az 23 kişinin öldüğünü ; 33 kişinin yaralandığını açıkladı .
",newstest2016
"126 people taken hostage were rescued with the operation which was carried out after the attack .
","Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı .
",newstest2016
"Kepler measures spin rates of stars in Pleiades cluster
","Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü
",newstest2017
"The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .
","Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .
",newstest2017
"The new data is helping astronomers understand why stars in the cluster spin at varying rates , as well as how rotation periods relate to planet formation .
","Yeni veriler , gökbilimcilerin takım yıldızındaki yıldızların neden değişken hızla döndüğünü ve dönüş dönemlerinin gezegen oluşumu ile ilgisini anlayabilmesine yardımcı oluyor .
",newstest2017
""" We hope that by comparing our results to other star clusters , we will learn more about the relationship between a star 's mass , its age , and even the history of its solar system , "" Luisa Rebull , a research scientist at Caltech 's Infrared Processing and Analysis Center in Pasadena , said in a news release .
","Caltech ' in Pasadena ' daki Kızılötesi İşleme ve Analiz Merkezi ' nde bir araştırma bilimcisi olan Luisa Rebull , bir haber bülteninde "" Sonuçlarımızı yıldız kümeleri ile karşılaştırdığımızda , bir yıldızın kütlesi , yaşı ve hatta güneş sisteminin geçmişi arasındaki ilişki hakkında daha fazla bilgi edinebilmeyi umuyoruz "" demiştir .
",newstest2017
"The Pleiades cluster is situated 445 light-years from Earth .
","Ülker takım yıldızı Dünyadan 445 ışık yılı uzaktadır .
",newstest2017
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .
","Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .
",newstest2017
"They 're spinning as fast as they ever will .
","Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .
",newstest2017
"At their peak spin rates , these maturing stars eject large amounts of stellar wind .
","Tepe dönüş hızlarında , bu olgunlaşma aşamasındaki yıldızlar büyük miktarda yıldız rüzgarı oluşturmaktadır .
",newstest2017
"As these winds travel across the stars ' magnetic fields , they enact a braking effect on the stars .
","Bu rüzgarlar yıldızların manyetik alanlarında ilerledikçe yıldızlar üzerinde kırılma etkisi oluşturmaktadır .
",newstest2017
"As a star ages , its spin rate begins to slow down .
","Bir yıldız yaşlandıkça dönüş hızı düşmeye başlar .
",newstest2017
"Kepler measures each star 's spin rate by tracking the time between the appearance of recognizable starspots -- like sunspots .
","Kepler , her bir yıldızın dönüş hızını güneş lekeleri gibi fark edilebilir yıldız lekelerinin görünümü arasındaki süreyi izleyerek ölçer .
",newstest2017
"The latest catalog of spin rates suggests more massive stars spin more slowly than less massive stars .
","En son dönüş hızları kataloğu , daha büyük yıldızların küçük yıldızlardan daha hızlı döndüğünü öne sürmektedir .
",newstest2017
"Rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones .
","Rebull , yıldızları dansçılara benzeterek büyük olanların tek ayak üzerinde dönüşlerini küçük olanlardan daha yavaş bir şekilde gerçekleştirdiğini ifade etmiştir .
",newstest2017
""" In the ' ballet ' of the Pleiades , we see that slow rotators tend to be more massive , whereas the fastest rotators tend to be very light stars , "" said Rebull .
","Rebull , "" Ülker ' balesinde ' yavaş dönenlerin çok daha ağır , hızlı dönenlerin ise çok hafif yıldızlar olduğunu görüyoruz "" demiştir . ""
",newstest2017
"Because the Pleiades cluster is so close , it serves as an ideal cosmic laboratory to compare stellar qualities with spin rates .
","Ülker takım yıldızı çok yakın olduğundan yıldız özellikleri ile dönüş hızlarının karşılaştırılması için ideal bir kozmik laboratuvar görevi görmektedir .
",newstest2017
""" The Pleiades star cluster provides an anchor for theoretical models of stellar rotation going both directions , younger and older , "" said Rebull .
","Rebull "" Ülker takım yıldızının genç ve yaşlı olarak her iki yönde de yıldız dönüşleri için teorik modeller sağlamaktadır "" demiştir .
",newstest2017
"We still have a lot we want to learn about how , when and why stars slow their spin rates and hang up their ' dance shoes , ' so to speak .
","Yıldızların dönüş hızlarının nasıl , ne zaman ve neden düştüğü , tabiri caiz ise ' dans ayakkabılarını ' neden bir köşeye bıraktıkları hakkında öğrenmek istediğimiz daha çok şey var .
",newstest2017
"Rebull and her colleagues detailed their latest analysis of Pleiades spin rates in three new papers , soon to be published in the Astronomical Journal .
","Rebull ve meslektaşları Ülker takım yıldızının dönüş hızları ile ilgili en yeni analizlerini kısa süre içinde Astronomi Dergisi ' nde yayınlanacak üç yeni makalede ayrıntılı olarak açıklamıştır .
",newstest2017
"Kepler measures spin rates of stars in Pleiades cluster
","Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü
",newstest2017
"The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .
","Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .
",newstest2017
"The new data is helping astronomers understand why stars in the cluster spin at varying rates , as well as how rotation periods relate to planet formation .
","Yeni veriler , gökbilimcilerin takım yıldızındaki yıldızların neden değişken hızla döndüğünü ve dönüş dönemlerinin gezegen oluşumu ile ilgisini anlayabilmesine yardımcı oluyor .
",newstest2017
""" We hope that by comparing our results to other star clusters , we will learn more about the relationship between a star 's mass , its age , and even the history of its solar system , "" Luisa Rebull , a research scientist at Caltech 's Infrared Processing and Analysis Center in Pasadena , said in a news release .
","Caltech ' in Pasadena ' daki Kızılötesi İşleme ve Analiz Merkezi ' nde bir araştırma bilimcisi olan Luisa Rebull , bir haber bülteninde "" Sonuçlarımızı yıldız kümeleri ile karşılaştırdığımızda , bir yıldızın kütlesi , yaşı ve hatta güneş sisteminin geçmişi arasındaki ilişki hakkında daha fazla bilgi edinebilmeyi umuyoruz "" demiştir .
",newstest2017
"The Pleiades cluster is situated 445 light-years from Earth .
","Ülker takım yıldızı Dünyadan 445 ışık yılı uzaktadır .
",newstest2017
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .
","Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .
",newstest2017
"They 're spinning as fast as they ever will .
","Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .
",newstest2017
"At their peak spin rates , these maturing stars eject large amounts of stellar wind .
","Tepe dönüş hızlarında , bu olgunlaşma aşamasındaki yıldızlar büyük miktarda yıldız rüzgarı oluşturmaktadır .
",newstest2017
"As these winds travel across the stars ' magnetic fields , they enact a braking effect on the stars .
","Bu rüzgarlar yıldızların manyetik alanlarında ilerledikçe yıldızlar üzerinde kırılma etkisi oluşturmaktadır .
",newstest2017
