en,tr
"Patricia Kuhl shares astonishing findings about how babies learn one language over another -- by listening to the humans around them and ""taking statistics"" on the sounds they need to know. Clever lab experiments (and brain scans) show how 6-month-old babies use sophisticated reasoning to understand their world. <em>(Filmed at <a href=http://www.ted.com/tedx/events/298>TEDxRainier</a>.)</em>","Patricia Kuhl, TEDxRainier'de bebeklerin bir dilin üstüne başka bir dili nasıl -- etrafındaki insanları dinleyerek ve bilmeleri gereken seslere dair istatistikler tutarak -- öğrendiklerine dair şaşırtıcı bulguları paylaşıyor. Zekice laboratuvar deneyleri (ve beyin taramaları), altı aylık bebeklerin etrafındaki dünyayı anlamak için nasıl son derece gelişmiş mantık yürütme yaptıklarını gösteriyor."
Patricia Kuhl: The linguistic genius of babies,Patricia Kuhl: Bebeklerin dilbilimsel dehası
"In this engaging talk, world champion whistler Geert Chatrou performs the whimsical ""Eleonora"" by A. Honhoff, and his own ""Fête de la Belle."" In a fascinating interlude, he talks about what brought him to the craft. <em>(Filmed at <a href=http://www.ted.com/tedx/events/383>TEDxRotterdam </a>.)</em>","TEDxRotterdam'da, dünya şampiyonu ıslıkçı Geert Chatrou A. Honhoff'un tuhaf ""Eleonora"" sını ve kendi  eseri olan ""Fête de la Belle"" şarkısını çalıyor. Aralarda ise onu bu zanaata başlatan olayları anlatıyor."
Geert Chatrou: A whistleblower you haven't heard,Daha önce duymadığınız bir Islıkçı
"How can architects build a new world of sustainable beauty? By learning from nature. At TEDSalon in London, Michael Pawlyn describes three habits of nature that could transform architecture and society: radical resource efficiency, closed loops, and drawing energy from the sun.","Mimarlar nasıl sürdürülebilir güzelliği olan yeni bir dünya inşa edebilir? Doğadan öğrenerek. Londra'daki TEDSalon'da, Michael Pawlyn mimarlığı ve toplumu dönüştürebilecek doğanın üç alışkanlığını anlatmaktadır:  radikal kaynak verimliliği, kapalı döngüler ve güneşten gelen enerji."
Michael Pawlyn: Using nature's genius in architecture,Michael Pawlyn: Doğanın Dehasını Mimarlıkta Kullanmak
"They've been called the ""saints of Somalia."" Doctor Hawa Abdi and her daughter Deqo Mohamed discuss their medical clinic in Somalia, where -- in the face of civil war and open oppression of women -- they've built a hospital, a school and a community of peace.","Onlar ""Somali'nin Azizeleri"" olarak anılıyorlar. Doktor Hawa Abdi ve kızı Deqo Mohammed sivil savaş ve kadın üzerindeki açık baskının olduğu Somali'deki medikal klinikleri hakkında konuşuyor. Hastane, okul ve barış topluluğu kurdular."
Hawa Abdi + Deqo Mohamed: Mother and daughter doctor-heroes,Anne ve Kız Kahraman Doktorlar : Hawa Abdi + Deqo Mohammed
"As a grad student, Cynthia Breazeal wondered why we were using robots on Mars, but not in our living rooms. The key, she realized: training robots to interact with people. Now she dreams up and builds robots that teach, learn -- and play. Watch for amazing demo footage of a new interactive game for kids.","Yüksek lisans öğrencisi Cynthia Breazeal robotları Mars'ta kullanmamıza rağmen neden kendi oturma odamızda kullanmadığımızı merak etti. Bunun için anahtar noktanın robotlara insanlarla iletişim kurmasını öğretmek olduğunu fark etti. O şimdi hayalinde yarattığı öğrenebilen, öğreten ve oynayan robotları yapıyor. Çocuklar için geliştirilen yeni interaktif bir oyunun vidyosunu izlemek için bekleyin."
Cynthia Breazeal: The rise of personal robots,Cynthia Breazeal: Kişisel robotların yükselişi
"Work-life balance, says Nigel Marsh, is too important to be left in the hands of your employer. Marsh lays out an ideal day balanced between family time, personal time and productivity -- and offers some stirring encouragement to make it happen. <em>(Filmed at <a href=http://www.ted.com/tedx/events/200>TEDxSydney</a>.)</em>","İş-yasam dengesi işvereninize birakilamayacak kadar onemli bir konudur, diyor Nigel Marsh. TEDxSydney'de, Marsh aile, is ve verimlilik arasinda ideal denge saglanmis bir gunu sunuyor -- ve bunu basarmaniz icin coskulu bir tesvikte bulunuyor."
Nigel Marsh: How to make work-life balance work,Nigel Marsh: İş-yaşam dengesi nasil saglanir
"Poet Suheir Hammad performs two spine-tingling spoken-word pieces: ""What I Will"" and ""break (clustered)"" -- meditations on war and peace, on women and power. Wait for the astonishing line: ""Do not fear what has blown up. If you must, fear the unexploded.""","Şair Suheir Hammad insanın içini kıpır kıpır eden iki tane şiir okuyor: ""What I Will"" ve ""break (clustered)"" -- savaş-barış, kadın ve güç üzerine düşünceler. Şu etkileyici mısrayı bekleyin sadece: ""Patlamış olan şeyden korkmayın. Eğer korkacaksanız halen patlamamış olandan korkun. """
"Suheir Hammad: Poems of war, peace, women, power","Suheir Hammad: Savaş, barış, kadınlar ve güç üzerine şiirler"
"Christopher McDougall explores the mysteries of the human desire to run. How did running help early humans survive -- and what urges from our ancient ancestors spur us on today? McDougall tells the story of the marathoner with a heart of gold, the unlikely ultra-runner, and the hidden tribe in Mexico that runs to live.  <em>(Filmed at <a href=http://www.ted.com/tedx/events/829>TEDxPennQuarter</a>.)</em>","Christopher McDougall, insanın koşma arzusunun gizemlerini araştırıyor. Koşmak ilk insanların hayatta kalmasına nasıl yardımcı oldu -- ve ilkel atalarımızın dürtüleri bugün bizi nasıl motive ediyor? TEDxPennQuarter'da, McDougall altın kalpli bir maratoncunun, beklenmedik bir ultra-koşucunun ve Meksika'da yaşamak için koşan kabilenin hikayelerini anlatıyor."
Christopher McDougall: Are we born to run?,Christopher McDougall: Koşmak için mi yaratıldık?
"Media and advertising companies still use the same old demographics to understand audiences, but they're becoming increasingly harder to track online, says media researcher Johanna Blakley. As social media outgrows traditional media, and women users outnumber men, Blakley explains what changes are in store for the future of media.",Basın ve reklam şirketleri kullanıcıları anlamak için hala eski demografikleri kullanıyorlar ancak online olarak takip etmek giderek zorlaşıyor diyor basın araştırmacısı Johanna Blakley. Sosyal basın geleneksel basın geride bırakırken ve kadınlar erkeklerden baskın duruma geçerken Blakley basın geleceğinde nelerin beklediğini açıklıyor.
Johanna Blakley: Social media and the end of gender,Johanna Blakley : Sosyal medya ve cinsiyetin sonu
"America was built by makers -- curious, enthusiastic amateur inventors whose tinkering habit sparked whole new industries. At TED@MotorCity, MAKE magazine publisher Dale Dougherty says we're all makers at heart, and shows cool new tools to tinker with, like Arduinos, affordable 3D printers, even DIY satellites.","Amerika yapıcılar tarafından kurulmuştur -- meraklı amatör mucitlerin tamircilik alışkanlıkları yeni endüstriler yarattı. TED@MotorCity'de, MAKE dergisi yayıncısı Dale Daugherty, biz hepimiz özümüzde 'yapıcılarız' diyor ve bize Arduinos, 3D yazıcılar, ve DIY uyduları gibi onaracak yeni aletler gösteriyor."
Dale Dougherty: We are makers,Dale Daugherty: Biz Yapıcılarız
"Architect Kate Orff sees the oyster as an agent of urban change. Bundled into beds and sunk into city rivers, oysters slurp up pollution and make legendarily dirty waters clean -- thus driving even more innovation in ""oyster-tecture."" Orff shares her vision for an urban landscape that links nature and humanity for mutual benefit.",Mimar Kate Orff midyeleri şehir değişikliğinin unsuru olarak görüyor. Yuvalarına toplanmış ve şehir nehirlerine bırakılan istiridyeler kiri süzüp pisliğiyle efsane haline gelen kirli suları temizleyebilirler -- hatta daha yenilikçi 'istiridye-tecture' ile Orff doğa ve insanın karşılıklı çıkar sağladığı şehir manzarası görüşünüde paylaşıyor.
Kate Orff: Reviving New York's rivers -- with oysters!,New York'un nehirlerini istiridyelerle canlandırmak!
"Diagnosed with cancer, Bruce Feiler worried first about his young family. So -- as he shares in this funny, rambling and ultimately thoughtful talk -- he asked his closest friends to become a ""council of dads,"" bringing their own lifetimes of wisdom to advise his twin daughters as they grow.","Kanser teşhisi konulduğunda, Bruce Feiler'in ilk endişelendiği şey genç ailesi olmuştu. Bunun üzerine -- bu eğlenceli, gelişigüzel ve son derece düşünceli konuşmasında paylaştığı gibi --  Bruce Feiler ikiz kızları büyürlerken onlara hayat tecübeleriyle destek olmaları için en yakın arkadaşlarından ""Babalar meclisi""ni kurmalarını istedi."
Bruce Feiler: The council of dads,Bruce Feiler: Babalar meclisi
"Imagine playing a video game controlled by your mind. Now imagine that game also teaches you about your own patterns of stress, relaxation and focus. Ariel Garten shows how looking at our own brain activity gives new meaning to the ancient dictum ""know thyself."" <em>(Filmed at <a href=http://www.ted.com/tedx/events/774>TEDxToronto</a>.)</em>","Zihniniz tarafından kontrol edilen video oyunu düşünün. Şimdi bu oyunun aynı zamanda sizin stres, rahatlama ve odaklanma kalıplarınızı öğrettiğini düşünün. TEDxToronto'da Ariel Garten bize beyin aktivitelerine bakarak eski ""kendini tanı"" özdeyişine yeni anlam katmamızı sağlıyor."
"Ariel Garten: Know thyself, with a brain scanner",Ariel Garten: Beyin tarayıcısıyla kendinizi tanıyın
New Yorker cartoonist Liza Donnelly shares a portfolio of her wise and funny cartoons about modern life -- and talks about how humor can empower women to change the rules.,"New York'lu karikatürist Liza Donnelly kendi tarzındaki bir portfolyo ile çağdaş yaşam hakkındaki komik karikatürleri paylaşıyor -- ve mizahın, kuralları değiştirmek açısından kadınlara nasıl güç verdiğini anlatıyor."
Liza Donnelly: Drawing on humor for change,Liza Donnely: Mizahi değişim için kullanmak
"Your medical chart: it's hard to access, impossible to read -- and full of information that could make you healthier if you just knew how to use it. At TEDMED, Thomas Goetz looks at medical data, making a bold call to redesign it and get more insight from it.","Tııbi dosyanız: ulaşılması zor, okunması imkansız -- ve nasıl kullanılacağını bilseniz sizi çok daha sağlıklı kılacak pekşok bilgi içeriyor. Thomas Goetz TEDMED'de tıbbi verilere bakıyor, ve onlardan daha çok yararlanmak için cesurca yeniden tasarlamayı öneriyor."
Thomas Goetz: It's time to redesign medical data,Thomas Goetz: Tıbbı verileri yeniden tasarlamanın vakti geldi.
"Speaking at a Salon in London, economist Martin Jacques asks: How do we in the West make sense of China and its phenomenal rise? The author of ""When China Rules the World,"" he examines why the West often puzzles over the growing power of the Chinese economy, and offers three building blocks for understanding what China is and will become.","TED'in Londra'daki bir salonunda konuşan iktisatçı Martin Jacques soruyor: Biz Batılılar Çin'i ve onun hayret verici yükselişini nasıl anlamlandırıyoruz? ""Çin Dünya'ya hakim Olduğunda""'nın yazarı, Batı'nın neden Çin ekonomisinin büyüyen gücü karşısında şaşkınlığa uğradığını inceliyor, ve bize Çin'in bulunduğu durumu ve geleceğini anlamaya yönelik üç yapıtaşı sunuyor."
Martin Jacques: Understanding the rise of China,Martin Jacques: Çin'in yükselişini anlamak
"In this first-of-its-kind demo, Heather Knight introduces Data, a robotic stand-up comedian that does much more than rattle off one-liners -- it gathers audience feedback (using software co-developed with Scott Satkin and Varun Ramakrishna at CMU) and tunes its act as the crowd responds. Is this thing on?","Kendi tarzında ilk olan bu gösterimde,Heather Knight tek düze cevap verenlerden çok daha fazla iş yapan, Veri isimli robotik stand up komedyenini sunuyor.Topluluğun geribildirimini topluyor (CMU'da Scott Satkin ve Varun Ramakrishna tarafından geliştirilen yazılımla) topluluğun cevaplarına göre davranışlarını şekillendiriyor.Bu şey açık mı?"
Heather Knight: Silicon-based comedy,Heather Knight: Silikon bazlı komedi
"Today medical scans produce thousands of images and terabytes of data for a single patient in mere seconds, but how do doctors parse this information and determine what's useful? In this talk, scientific visualization expert Anders Ynnerman shows us sophisticated new tools -- like virtual autopsies -- for analyzing this myriad data, and a glimpse at some sci-fi-sounding medical technologies in development. This talk contains some graphic medical imagery. <em>(Filmed at <a href=http://www.ted.com/tedx/events/493>TEDxGöteborg</a>.)</em>","Günümüzde, tıbbi görüntüleme teknikleri tek bir hasta için saniyeler içinde binlerce görüntü ve terabaytlarca veri üretebiliyor. Peki doktorlar bu verilerden hangilerinin faydalı olduğunu nasıl ayırdedebiliyorlar? Bilimsel görüntüleme uzmanı Anders Ynnerman, TEDxGöteburg'da bizlere, bu yoğun verileri analiz eden gelişmiş cihazları (sanal otopsiler gibi) tanıtıyor ve gelişmekte olan bilim-kurgu benzeri tıbbi teknolojilerden örnekler sunuyor. (Uyarı: Bu konuşmada bazı tıbbi görseller mevcuttur.)"
